pH,Chlorine,Turbidity,Conductivity,Alkalinity,Temperature,Colour,Total Dissolved Solids,Hardness
6.82,1.73,0.299,58.7,7.6499999999999995,3.75,38.0,29.35,25.85
5.27,1.72,0.247,50.2,6.1,4.1,38.0,25.1,25.6
6.295,1.72,0.33299999999999996,53.3,6.25,4.1,37.5,26.65,25.450000000000003
7.32,1.71,0.419,56.4,6.4,4.1,37.0,28.2,25.3
7.62,1.61,0.344,58.0,6.9,4.1,41.0,29.0,25.2
6.67,1.58,0.396,56.8,6.6,3.7,42.0,28.4,24.9
7.73,1.54,0.476,58.0,6.5,3.6,37.0,29.14,25.1
7.49,1.48,0.506,60.9,6.4,3.5,36.0,30.4,25.3
7.17,1.8,0.442,62.8,8.2,3.4,34.0,31.4,24.7
7.07,1.81,0.5275,62.599999999999994,7.55,3.45,33.0,31.299999999999997,24.799999999999997
6.97,1.82,0.613,62.4,6.9,3.5,32.0,31.2,24.9
6.82,1.84,6.82,66.4,7.0,3.7,33.0,33.2,24.9
6.85,1.7349999999999999,3.817,65.15,7.6,3.7,37.0,32.55,24.1
6.88,1.63,0.814,63.9,8.2,3.7,41.0,31.9,23.3
6.97,1.76,0.661,61.8,7.7,3.6,31.0,30.9,24.1
7.07,1.69,0.649,62.0,5.9,3.6,34.0,31.0,26.9
6.995,1.595,0.8485,61.3,7.3500000000000005,3.55,35.5,30.65,25.1
6.92,1.5,1.048,60.6,8.8,3.5,37.0,30.3,23.3
6.82,1.54,0.909,62.0,8.2,3.6,38.0,31.0,25.3
6.97,1.72,0.561,64.2,7.7,3.5,35.0,32.1,25.1
6.91,1.67,0.496,66.7,6.2,3.6,38.0,33.3,24.9
6.64,1.68,0.492,61.0,6.4,3.7,40.0,30.5,24.5
6.24,1.65,0.604,61.8,6.0,3.8,41.0,30.9,25.1
7.005,1.65,0.6325000000000001,62.3,5.95,3.75,42.5,31.15,25.3
7.77,1.65,0.661,62.8,5.9,3.7,44.0,31.4,25.5
7.387499999999999,1.65,0.64675,62.55,5.925000000000001,3.725,43.25,31.275,25.4
7.578749999999999,1.65,0.653875,62.675,5.9125000000000005,3.7125000000000004,43.625,31.3375,25.45
7.69,1.62,7.69,60.0,6.2,3.5,41.0,30.0,23.1
7.67,1.63,0.622,60.0,6.0,3.4,32.0,30.0,21.9
7.77,1.65,0.463,62.0,6.4,3.4,32.0,31.1,23.7
6.9,1.56,0.639,64.6,6.0,3.3,38.0,32.3,22.7
6.96,1.71,0.838,63.2,6.7,3.6,34.0,31.6,24.5
6.68,1.65,0.756,63.4,5.9,3.4,34.0,31.7,24.1
6.71,1.63,0.819,63.5,6.9,3.3,37.0,31.7,22.950000000000003
6.74,1.61,0.882,63.6,7.9,3.2,40.0,31.7,21.8
6.78,1.59,0.674,60.8,6.9,3.3,37.0,30.4,21.1
6.94,1.62,0.647,58.4,7.1,3.2,40.0,29.2,23.2
6.855,1.59,0.7355,60.9,7.35,3.1500000000000004,40.0,30.45,23.299999999999997
6.77,1.56,0.824,63.4,7.6,3.1,40.0,31.7,23.4
6.83,1.58,0.745,64.4,7.4,3.2,42.0,32.2,24.5
6.9,1.56,0.772,64.6,6.2,3.2,38.0,32.3,24.5
6.85,1.56,0.754,60.1,5.8,3.2,41.0,30.0,21.1
6.7,1.62,0.683,61.8,6.0,3.1,41.0,30.9,21.8
6.7,1.62,0.683,61.8,6.4,3.1,41.0,30.9,21.8
6.7,1.62,0.683,61.8,6.2,3.1,41.0,30.9,21.8
6.7,1.62,0.683,61.8,6.300000000000001,3.1,41.0,30.9,21.8
7.51,1.6,0.65,64.7,6.5,3.0,38.0,32.3,22.8
7.54,1.6,0.582,63.4,6.2,3.0,42.0,31.7,23.9
7.6,1.6,0.646,66.0,6.0,3.0,36.0,33.0,23.4
6.5,1.57,0.632,64.4,5.9,3.0,36.0,32.2,25.3
6.74,1.63,0.652,69.5,8.6,3.0,36.0,34.7,23.5
6.8,1.64,0.942,70.2,7.9,3.0,37.0,35.1,21.8
6.755,1.63,0.788,68.2,7.5,3.0,36.5,34.1,22.1
6.71,1.62,0.634,66.2,7.1,3.0,36.0,33.1,22.4
7.13,1.66,0.747,65.8,7.0,3.0,38.0,32.9,21.8
6.65,1.64,0.881,68.4,6.8,3.0,36.0,34.2,22.4
6.81,1.6,0.89,68.8,8.6,3.0,35.0,34.4,21.7
6.78,1.43,0.725,68.4,7.7,3.0,35.0,34.2,21.3
6.98,1.6,0.659,67.9,6.8,2.9,30.0,33.9,21.5
6.855,4.095,0.788,67.55000000000001,6.699999999999999,2.95,33.5,33.75,21.55
6.73,6.59,0.917,67.2,6.6,3.0,37.0,33.6,21.6
6.97,1.56,0.686,68.4,6.8,3.2,36.0,34.2,21.6
6.94,1.43,0.731,67.8,6.9,3.2,35.0,33.9,22.6
7.11,1.46,0.62,65.2,6.4,3.2,40.0,32.6,23.2
6.81,1.44,0.756,64.8,6.6,3.4,42.0,32.4,23.7
7.01,1.53,1.241,66.2,6.2,3.1,42.0,33.1,23.6
6.975,1.56,0.9785,65.7,6.300000000000001,3.1500000000000004,40.5,32.85,23.9
6.94,1.59,0.716,65.2,6.4,3.2,39.0,32.6,24.2
7.25,1.49,0.561,62.6,6.7,3.1,40.0,31.3,21.7
7.01,1.51,0.603,63.2,6.9,3.5,41.0,31.6,21.7
6.95,1.67,0.493,61.4,7.2,3.5,39.0,30.7,22.4
6.83,1.55,0.517,66.7,6.7,3.0,37.0,33.3,23.0
6.63,1.54,0.719,66.2,6.9,3.1,36.0,33.1,22.6
6.705,1.545,0.586,66.9,6.800000000000001,3.05,34.0,33.45,22.200000000000003
6.78,1.55,0.453,67.6,6.7,3.0,32.0,33.8,21.8
6.71,1.54,0.508,67.6,6.7,3.0,35.0,33.8,25.1
6.82,1.59,0.518,68.2,8.4,3.1,36.0,34.1,22.3
6.52,1.43,0.892,68.7,7.8,3.0,35.0,34.3,23.7
6.67,1.39,0.507,67.8,6.9,3.1,36.0,33.9,22.7
6.85,1.29,0.512,63.2,6.9,3.2,33.0,31.6,22.7
6.765,1.4,0.6985,67.05000000000001,7.9,3.1,33.0,33.5,22.95
6.68,1.51,0.885,70.9,8.9,3.0,33.0,35.4,23.2
6.98,1.46,0.65,72.4,8.6,3.0,33.0,36.2,23.4
6.98,1.59,0.597,69.6,7.9,3.1,33.0,34.8,22.8
6.98,1.57,0.557,55.6,7.2,4.0,31.0,27.8,23.6
6.83,1.58,0.536,66.6,6.9,3.0,33.0,33.3,23.9
6.71,1.36,0.584,68.2,7.1,2.9,44.0,34.1,21.8
6.84,1.4,0.5465,67.80000000000001,6.949999999999999,2.95,43.0,33.900000000000006,22.05
6.97,1.46,0.509,67.4,6.8,3.0,42.0,33.7,22.3
6.98,1.36,0.557,68.4,7.4,3.1,36.0,34.2,24.5
6.89,1.38,0.511,69.4,7.1,3.0,27.0,34.7,24.1
6.37,1.36,0.731,78.4,6.9,2.5,43.0,39.2,24.1
6.9,1.4,0.748,77.1,9.5,2.7,44.0,37.8,21.7
6.82,1.44,0.731,72.5,9.2,2.8,44.0,36.2,22.8
6.965,1.5150000000000001,0.7135,70.85,8.399999999999999,2.7,43.0,35.400000000000006,23.05
7.11,1.59,0.696,69.2,7.6,2.6,42.0,34.6,23.3
6.81,1.52,0.723,72.2,6.2,2.7,44.0,36.1,23.9
7.32,1.44,0.628,74.7,8.6,2.7,37.0,37.3,23.4
6.91,1.44,0.642,73.3,8.4,2.7,36.0,36.6,22.7
7.07,1.43,0.657,69.8,7.7,28.0,31.0,34.9,23.3
7.08,1.42,0.627,70.2,7.4,2.9,38.0,35.1,25.5
7.215,1.5150000000000001,0.7105,70.9,7.5,2.8,42.5,30.450000000000003,24.35
7.35,1.61,0.794,71.6,7.6,2.7,47.0,25.8,23.2
7.02,1.68,0.805,71.3,10.0,2.5,44.0,35.6,22.3
7.11,1.65,0.824,69.4,8.2,2.6,45.0,34.7,22.1
7.31,1.72,0.797,66.8,7.8,2.9,45.0,33.4,21.6
6.62,1.79,0.833,64.2,7.1,2.3,47.0,32.1,21.4
7.39,1.84,0.732,64.2,7.0,2.3,46.0,32.1,22.4
7.005,1.815,0.7825,64.2,7.05,2.3,46.5,32.1,21.9
7.1975,1.79,0.75725,64.2,7.025,2.3,46.25,32.1,22.15
7.1,1.66,0.794,59.5,6.8,2.4,43.0,29.7,22.6
6.87,1.66,0.813,53.6,6.7,3.6,45.0,26.8,23.0
6.82,1.78,0.834,52.2,6.9,3.7,46.0,26.1,23.4
6.28,1.72,0.985,54.7,6.7,3.9,38.0,27.3,22.9
6.26,1.71,0.892,57.0,6.8,3.9,37.0,28.5,23.9
6.5600000000000005,1.7349999999999999,0.8400000000000001,56.8,6.85,4.1,35.5,28.4,25.15
6.86,1.76,0.788,56.6,6.9,4.3,34.0,28.3,26.4
6.96,1.8,0.824,55.0,7.0,4.2,38.0,27.5,23.3
6.93,1.72,0.786,56.1,7.2,4.3,36.0,28.1,21.9
6.87,1.78,0.799,55.3,6.9,4.2,41.0,27.6,23.3
7.07,1.63,0.678,55.2,6.8,4.1,36.0,27.6,21.8
6.68,1.51,0.663,51.4,7.1,5.2,38.0,25.7,22.7
7.154999999999999,1.5350000000000001,0.5840000000000001,53.95,7.0,6.15,37.0,26.95,22.299999999999997
7.63,1.56,0.505,56.5,6.9,7.1,36.0,28.2,21.9
7.55,1.67,0.593,55.6,7.3,7.9,35.0,27.9,23.4
7.7,1.68,0.342,53.6,7.1,8.0,31.0,26.8,23.9
8.47,1.67,0.571,56.3,7.8,9.8,34.0,28.1,21.2
7.8,1.86,0.332,51.8,7.9,9.6,36.0,25.9,21.6
7.12,2.07,0.476,44.0,7.2,9.6,38.0,22.0,22.6
7.65,2.025,0.3715,47.2,7.35,9.6,36.5,23.6,22.950000000000003
8.18,1.98,0.267,50.4,7.5,9.6,35.0,25.2,23.3
7.97,2.0,0.341,53.4,8.0,9.6,37.0,26.7,23.0
7.1,1.72,0.306,53.8,6.8,10.1,37.0,26.9,22.2
7.16,2.03,0.239,50.2,7.4,10.5,30.0,25.1,22.7
7.48,1.75,0.259,52.8,6.7,11.4,36.0,26.4,21.4
7.09,1.59,0.293,53.0,6.5,11.6,35.0,26.5,21.4
7.055,1.57,0.3225,50.8,6.6,11.8,36.0,25.4,21.6
7.02,1.55,0.352,48.6,6.7,12.0,37.0,24.3,21.8
7.54,1.57,0.243,51.2,7.0,12.2,38.0,25.6,22.3
7.34,1.52,0.209,51.6,6.9,12.4,37.0,25.8,23.0
7.79,1.4,0.197,51.8,7.1,12.6,38.0,25.9,23.1
7.94,1.49,0.397,52.2,6.9,12.5,34.0,26.1,23.8
7.65,1.57,0.267,54.1,6.9,12.7,32.0,27.0,22.5
7.795,1.53,0.332,53.150000000000006,6.9,12.6,33.0,26.55,23.15
7.7225,1.55,0.2995,53.625,6.9,12.649999999999999,32.5,26.775,22.825
7.63,1.61,0.198,50.2,7.0,12.6,34.0,25.1,23.3
7.59,1.54,1.89,52.6,6.8,12.7,33.0,26.3,22.9
7.9,1.6,0.291,51.4,6.8,12.8,33.0,25.7,21.7
7.58,1.62,0.391,52.4,7.3,13.3,37.0,26.2,22.0
6.83,1.62,0.227,51.6,6.8,13.8,39.0,25.8,22.3
7.12,1.59,0.21250000000000002,52.0,6.75,13.850000000000001,39.0,26.0,22.5
7.41,1.56,0.198,52.4,6.7,13.9,39.0,26.2,22.7
7.71,1.52,0.211,51.4,6.9,13.9,32.0,25.7,22.4
7.55,1.6,0.183,52.5,6.9,13.15,30.0,26.25,22.15
7.02,1.39,0.212,53.6,6.9,12.4,28.0,26.8,21.9
7.2,1.37,0.233,54.0,7.0,13.3,27.0,27.0,21.6
7.6,1.4,0.212,52.6,6.4,13.2,27.0,26.3,23.3
7.515,1.475,0.2345,51.8,6.550000000000001,13.95,28.0,25.9,23.55
7.43,1.55,0.257,51.0,6.7,14.7,29.0,25.5,23.8
7.39,1.63,0.444,53.6,7.1,14.5,31.0,26.8,21.9
7.5,1.62,0.359,54.0,7.2,14.6,36.0,27.0,21.7
7.34,1.78,0.193,52.8,7.3,14.4,27.0,26.4,22.9
7.45,1.81,0.257,53.4,6.9,14.5,26.0,26.7,23.3
7.39,1.81,0.247,51.8,6.9,14.4,30.0,25.9,23.2
7.71,1.7,0.255,50.0,7.5,14.4,26.0,25.0,23.9
7.46,1.5899999999999999,0.27649999999999997,51.5,7.6,14.45,26.0,25.75,22.799999999999997
7.21,1.48,0.298,53.0,7.7,14.5,26.0,26.5,21.7
7.335,1.535,0.28725,52.25,7.65,14.475,26.0,26.125,22.25
7.2725,1.5074999999999998,0.292625,52.625,7.675000000000001,14.4875,26.0,26.3125,21.975
7.29,1.47,0.178,47.2,6.7,15.6,28.0,23.6,21.9
7.67,1.24,0.115,50.6,6.8,15.9,26.0,25.3,21.7
7.48,1.355,0.1465,48.900000000000006,6.75,15.75,27.0,24.450000000000003,21.799999999999997
7.575,1.2974999999999999,0.13075,49.75,6.775,15.825,26.5,24.875,21.75
7.5275,1.32625,0.138625,49.325,6.7625,15.7875,26.75,24.6625,21.775
6.7,1.4,0.153,43.4,6.5,15.4,27.0,21.7,21.9
8.11,1.42,0.151,46.4,6.8,15.6,26.0,23.2,22.3
7.38,1.34,0.17,50.6,6.6,16.1,25.0,25.3,21.9
7.47,1.6,0.156,49.6,6.8,16.2,26.0,24.8,24.6
7.13,1.32,0.164,57.2,6.7,16.3,28.0,28.6,24.1
7.46,1.3,0.1935,58.400000000000006,7.050000000000001,21.05,27.0,29.200000000000003,24.25
7.79,1.28,0.223,59.6,7.4,25.8,26.0,29.8,24.4
7.95,1.29,0.21,48.0,6.8,16.8,24.0,24.0,23.9
7.22,1.35,0.186,48.6,7.1,17.5,25.0,24.3,22.7
7.17,2.06,0.217,73.4,7.4,18.0,26.0,36.7,21.7
6.69,2.04,0.158,47.8,6.7,17.1,27.0,23.9,22.7
6.8100000000000005,2.1550000000000002,0.16699999999999998,49.3,6.45,16.3,25.0,24.65,22.35
6.93,2.27,0.176,50.8,6.2,15.5,23.0,25.4,22.0
7.46,2.18,0.542,52.8,6.8,15.1,27.0,26.4,22.7
7.25,2.01,0.146,54.1,6.5,15.1,26.0,27.0,23.1
6.44,1.96,0.098,53.2,6.0,15.2,30.0,26.6,23.8
7.1,1.83,0.341,53.8,6.4,13.7,27.0,26.9,23.6
6.8,1.8,0.438,42.0,6.5,13.0,41.0,21.0,21.8
6.975,1.78,0.35750000000000004,45.1,6.6,13.1,39.0,22.55,21.9
7.15,1.8,0.277,48.2,6.7,13.2,37.0,24.1,22.0
7.07,1.77,0.201,52.6,7.4,13.3,38.0,26.3,22.6
6.92,1.75,0.191,52.4,7.1,14.8,39.0,26.2,22.9
5.82,1.45,0.622,42.8,5.8,16.2,38.0,21.4,22.4
7.28,1.84,0.198,56.0,7.5,15.4,33.0,28.0,22.6
7.48,1.97,0.179,54.1,7.3,15.4,34.0,27.0,23.6
7.460000000000001,1.93,0.181,55.650000000000006,7.0,15.45,32.5,27.8,23.55
7.44,1.71,0.183,57.2,6.7,15.5,31.0,28.6,23.5
7.76,1.74,0.154,54.8,6.4,15.5,33.0,27.4,23.9
7.7,1.83,0.147,53.8,7.6,17.6,29.0,26.8,24.8
7.86,1.9,0.152,55.1,7.4,18.0,30.0,27.5,21.8
6.45,1.89,0.179,56.2,6.4,18.1,31.0,28.1,22.2
7.67,1.98,0.337,55.4,6.7,18.1,25.0,27.7,22.3
7.5649999999999995,1.9949999999999999,0.2475,55.349999999999994,6.95,18.05,26.5,27.65,22.450000000000003
7.46,2.01,0.158,55.3,7.2,18.0,28.0,27.6,22.6
7.19,1.85,0.444,55.7,7.1,16.9,26.0,27.8,24.4
8.01,1.86,0.176,56.2,6.9,16.9,22.0,28.1,23.6
7.6,1.77,0.157,54.8,7.4,17.0,31.0,27.4,24.5
7.8,1.74,0.308,56.4,6.9,16.9,31.0,28.2,23.4
7.79,1.84,0.292,52.4,6.7,17.0,28.0,26.2,25.1
7.885,1.84,0.245,54.9,7.050000000000001,17.8,30.5,27.45,23.85
7.98,1.79,0.198,57.4,7.4,18.6,33.0,28.7,22.6
7.64,1.86,0.197,58.2,6.9,18.8,32.0,29.1,22.4
7.26,2.0,0.337,58.6,7.3,19.7,34.0,29.3,23.2
7.43,1.96,0.203,53.4,7.6,19.2,32.0,26.7,22.8
7.74,2.12,0.204,55.3,7.0,19.1,29.0,27.6,23.1
6.97,1.71,0.154,51.1,6.8,19.6,28.0,25.5,23.4
6.98,1.83,0.1555,51.35,6.75,20.0,28.5,25.65,23.35
6.99,1.95,0.157,51.6,6.7,20.4,29.0,25.8,23.3
8.26,1.94,0.196,51.2,7.6,20.8,28.0,25.6,22.5
6.91,1.92,0.245,56.2,7.4,20.4,27.0,28.1,23.5
7.12,1.88,0.199,54.4,8.1,20.4,26.0,27.2,23.9
7.15,1.96,0.167,56.0,7.4,20.5,29.0,28.0,22.9
6.65,1.96,0.146,53.4,7.7,20.3,30.0,26.7,24.9
6.815,1.97,0.16549999999999998,55.099999999999994,7.45,19.55,30.5,27.549999999999997,23.85
6.98,1.98,0.185,56.8,7.2,18.8,31.0,28.4,22.8
7.27,2.19,0.14,55.5,8.0,18.6,27.0,27.8,23.8
7.24,2.17,0.154,56.2,6.9,18.4,22.0,28.1,22.7
7.01,2.13,0.147,53.8,7.5,18.4,21.0,26.9,24.6
6.85,2.1,0.147,55.4,7.3,17.1,24.0,27.2,24.3
7.0,2.07,0.135,53.2,7.0,16.2,27.0,26.6,23.4
7.1,2.03,0.15250000000000002,53.6,6.9,16.15,27.5,26.8,23.049999999999997
7.2,1.74,0.17,54.0,6.8,16.1,28.0,27.0,22.7
7.03,1.69,0.197,57.4,6.4,15.7,33.0,28.7,22.4
7.91,1.71,0.213,54.6,6.9,15.3,31.0,27.3,23.4
6.96,1.73,0.139,49.4,6.8,15.1,26.0,24.7,22.2
6.99,1.92,0.145,53.8,6.8,15.7,18.0,26.9,22.0
6.48,1.86,0.23,53.7,6.7,15.4,26.0,26.8,22.8
6.85,1.895,0.1885,53.650000000000006,6.75,15.75,26.5,26.8,22.35
7.22,1.93,0.147,53.6,6.8,16.1,27.0,26.8,21.9
7.14,1.87,0.19,55.4,6.5,15.7,26.0,27.7,24.9
7.12,1.73,0.144,53.2,6.8,15.7,21.0,26.6,23.8
6.96,1.79,0.148,52.9,6.7,15.6,24.0,26.4,22.9
6.92,1.82,0.5,55.0,6.7,14.6,24.0,27.5,22.5
7.4,1.86,0.137,56.2,6.5,14.5,20.0,28.1,22.7
7.175000000000001,1.9100000000000001,0.15400000000000003,55.5,6.8,15.05,25.5,27.700000000000003,23.049999999999997
6.95,1.96,0.171,54.8,7.1,15.6,31.0,27.3,23.4
7.26,1.98,0.204,54.2,6.6,15.8,27.0,27.1,27.9
7.21,2.0,0.137,56.6,6.4,15.2,20.0,28.3,26.1
7.395,1.99,0.14500000000000002,55.1,6.45,15.2,21.5,27.55,25.85
7.58,1.98,0.153,53.6,6.5,15.2,23.0,26.8,25.6
7.62,1.89,0.267,54.2,6.7,14.3,23.0,27.1,25.9
6.59,1.84,0.1854999999999999,54.6,6.9,14.2,21.5,27.3,25.5
5.56,1.8,0.104,55.0,7.1,14.1,20.0,27.5,25.1
7.68,1.83,0.144,56.4,6.4,13.9,24.0,28.4,25.3
7.27,1.96,0.224,54.4,6.9,14.7,22.0,27.2,24.8
6.85,2.06,0.143,51.2,6.7,14.7,24.0,25.6,24.3
7.0,2.13,0.16,54.1,5.0,14.6,27.0,27.0,23.0
7.26,2.12,0.177,54.2,5.7,14.6,26.0,27.1,22.9
7.085,2.115,0.182,51.7,5.9,13.5,25.0,25.85,23.35
6.91,2.11,0.187,49.2,6.1,12.4,24.0,24.6,23.8
7.3,2.11,0.116,53.2,5.75,12.9,27.0,26.6,23.6
6.81,2.01,0.206,50.7,5.4,12.9,18.0,25.3,23.5
6.57,1.91,0.263,51.2,4.8,12.6,21.0,25.6,26.8
6.8,1.78,0.371,49.5,6.5,12.1,17.0,24.7,23.6
6.67,1.76,0.497,52.6,7.2,12.0,21.0,26.3,21.7
6.725,1.825,0.5449999999999999,51.95,5.65,11.05,22.0,25.950000000000003,23.5
6.78,1.89,0.593,51.3,4.1,10.1,23.0,25.6,25.3
6.55,1.97,0.625,52.7,4.4,10.2,25.0,26.3,26.2
6.82,1.99,0.476,54.8,6.0,10.1,27.0,27.4,24.8
6.78,2.01,0.617,56.0,5.6,10.1,30.0,28.0,25.9
7.12,1.9,0.624,54.6,5.9,11.3,33.0,27.3,25.3
7.0,1.74,0.351,50.8,6.0,11.0,36.0,25.4,24.3
7.16,1.74,0.33899999999999997,50.2,5.85,10.95,34.5,25.1,24.1
7.32,1.66,0.327,49.6,5.7,10.9,33.0,24.8,23.9
6.53,1.61,0.637,52.2,5.7,10.8,30.0,26.1,25.3
6.12,1.7,0.486,45.0,5.4,9.2,32.0,22.5,24.8
6.12,1.72,0.492,46.2,5.8,8.5,32.0,23.1,24.9
6.45,1.79,0.559,50.1,4.4,8.5,20.0,25.0,26.3
6.61,1.73,0.407,50.2,4.8,8.4,23.0,25.1,22.2
6.68,1.7850000000000001,0.46799999999999997,50.400000000000006,5.199999999999999,8.2,23.5,25.200000000000003,22.5
6.75,1.84,0.529,50.6,5.6,8.0,24.0,25.3,22.8
7.12,1.88,0.607,50.8,6.3,8.0,19.0,25.4,23.9
6.925000000000001,1.7799999999999998,0.6679999999999999,50.599999999999994,6.5,7.3,20.0,25.299999999999997,23.85
6.73,1.68,0.729,50.4,6.7,6.6,21.0,25.2,23.8
7.1,1.68,0.667,52.2,6.5,6.5,25.0,26.1,24.1
7.03,1.81,0.629,51.0,6.4,7.3,18.0,25.5,22.5
6.58,1.875,0.6925,51.75,5.15,6.949999999999999,21.5,25.85,23.0
6.13,1.94,0.756,52.5,3.9,6.6,25.0,26.2,23.5
6.74,1.89,1.049,57.1,4.7,6.7,28.0,28.5,25.1
6.805,1.79,1.0034999999999998,57.45,5.550000000000001,6.25,24.5,28.7,24.450000000000003
6.87,1.69,0.958,57.8,6.4,5.8,21.0,28.9,23.8
6.78,1.81,0.745,54.4,6.25,5.55,23.0,27.2,23.8
6.17,1.97,0.532,51.0,6.1,5.3,25.0,25.5,23.8
6.385,2.02,0.5285,52.3,6.25,5.15,23.5,26.15,24.65
6.6,1.92,0.525,53.6,6.4,5.0,22.0,26.8,25.5
6.64,1.92,0.733,54.0,6.3,4.7,26.0,27.0,24.4
7.21,1.93,0.511,55.6,6.5,4.5,34.0,27.8,24.5
6.41,1.89,0.482,57.0,6.8,4.5,25.0,28.5,24.4
7.53,1.84,0.699,55.4,5.1,5.0,27.0,27.7,23.8
7.65,1.65,0.386,56.4,4.9,4.7,34.0,28.2,22.8
7.865,1.53,0.465,56.3,5.0,4.7,36.5,28.15,22.25
8.08,1.53,0.544,56.2,5.1,4.7,39.0,28.1,21.7
7.0,1.61,0.298,51.5,5.0,4.5,32.0,25.7,23.9
7.04,1.69,0.5,56.5,8.0,4.5,38.0,28.2,22.7
7.15,1.82,0.458,56.7,8.3,4.4,31.0,28.4,23.3
6.88,1.85,0.426,49.0,8.0,4.2,33.0,24.5,23.5
6.7,1.74,0.437,52.2,7.7,4.9,32.0,26.1,23.9
6.7,1.75,0.6815,53.2,7.4,4.5,35.0,26.6,23.35
6.7,1.76,0.926,54.2,7.1,4.1,38.0,27.1,22.8
4.83,1.78,0.41,44.2,1.4,4.7,30.0,22.1,24.5
5.05,1.74,0.467,47.3,1.6,4.6,28.0,23.6,24.2
6.96,1.75,0.603,52.0,4.9,4.8,29.0,26.0,25.1
7.42,1.76,0.504,50.0,5.7,4.3,30.0,25.0,24.8
6.34,1.59,0.784,45.4,5.9,4.7,28.0,22.7,23.7
6.5649999999999995,1.49,0.957,48.9,6.050000000000001,4.25,29.0,24.45,23.7
6.79,1.48,1.13,52.4,6.2,3.8,30.0,26.2,23.7
6.46,1.7,0.747,53.0,4.8,3.3,26.0,26.5,25.9
6.31,1.96,1.108,52.2,5.1,3.5,27.0,26.1,24.7
6.35,2.15,0.451,55.8,6.0,3.5,33.0,27.9,23.9
6.41,1.92,0.232,56.7,5.0,3.4,34.0,28.3,26.5
6.79,1.86,0.523,58.7,6.5,3.3,26.0,29.3,26.0
6.73,1.71,0.348,57.8,3.5,3.2,40.0,28.9,25.1
6.525,1.6949999999999998,0.358,55.2,4.7,3.3,46.5,27.6,25.450000000000003
6.32,1.68,0.368,52.6,5.9,3.4,53.0,26.3,25.8
6.38,1.88,0.241,52.4,5.6,3.4,32.0,26.2,22.7
6.57,1.81,0.295,56.3,5.7,3.5,28.0,28.1,21.0
6.67,1.76,0.307,55.2,6.0,3.5,27.0,27.6,22.3
6.61,1.7850000000000001,0.271,52.2,6.0,3.6,20.0,26.1,23.1
6.605,1.7725,0.2665,52.25,5.6,3.6,24.5,26.1,24.8
6.6,1.77875,0.262,52.3,5.2,3.6,29.0,26.1,26.5
6.71,1.775625,0.274,55.2,6.5,3.6,33.0,27.5,25.3
6.96,1.7771875000000001,0.281,56.4,6.8,3.6,30.0,28.2,25.6
6.99,1.77640625,0.39,57.2,6.4,3.5,30.0,28.6,23.7
6.43,1.776796875,0.332,53.0,6.7,3.5,33.0,26.5,24.4
6.68,1.7766015625,0.334,50.6,6.1,3.5,31.0,25.3,24.8
6.875,1.7766992187500001,0.3405,51.7,6.25,3.45,28.5,25.85,24.3
7.07,1.776650390625,0.347,52.8,6.4,3.4,26.0,26.4,23.8
6.93,1.7766748046875,0.4105,54.9,6.300000000000001,3.5,27.5,27.45,24.200000000000003
6.79,1.77666259765625,0.474,57.0,6.2,3.6,29.0,28.5,24.6
6.72,1.7766687011718751,0.347,58.2,6.1,3.7,28.0,29.1,24.9
6.74,1.7766656494140625,0.506,60.2,5.8,3.9,31.0,30.1,22.0
6.5,1.7766671752929688,0.333,58.0,6.1,3.8,29.0,29.0,21.9
6.715,1.7766664123535156,0.35350000000000004,59.2,6.25,3.8499999999999996,29.5,29.6,22.049999999999997
6.93,1.7766667938232423,0.374,60.4,6.4,3.9,30.0,30.2,22.2
6.66,1.7766666030883789,0.292,59.4,6.2,3.8,31.0,29.7,21.9
7.74,1.7766666984558106,0.868,61.2,6.0,3.2,30.0,30.6,25.3
6.97,1.7766666507720947,0.611,60.7,6.8,3.4,37.0,30.3,22.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.59
7.11,1.59,0.2,68.4,5.9,3.4,51.0,34.2,18.59
7.25,1.79,0.204,68.8,6.0,3.5,52.0,34.4,18.909999999999997
7.02,1.83,0.216,69.6,6.4,3.4,54.0,34.8,18.330000000000002
7.23,1.91,0.213,70.6,6.2,3.4,52.0,35.3,17.77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.990000000000002
7.18,1.88,0.191,71.2,6.0,3.3,55.0,35.6,18.21
7.21,1.94,0.274,69.6,6.7,3.2,58.0,34.8,19.32
7.09,1.9,0.241,74.2,6.6,3.3,56.0,37.1,17.76
7.28,1.61,0.316,74.8,6.8,3.4,57.0,37.4,18.21
7.3,1.68,0.262,74.6,6.3,3.3,49.0,37.3,18.71
7.59,1.52,0.256,75.2,6.1,3.4,47.0,37.6,19.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.884999999999998
7.53,1.61,0.263,74.6,6.3,3.3,46.0,37.3,18.56
6.72,1.65,0.241,76.2,6.1,3.3,48.0,38.1,19.11
6.79,1.49,0.257,77.8,5.8,3.3,48.0,38.9,17.59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.240000000000002
7.73,1.67,0.099,76.2,6.4,3.4,54.0,38.1,18.89
7.29,1.61,0.174,70.6,6.0,3.3,47.0,35.3,18.740000000000002
